model,language,word,pos,id,gold_gloss,candidate_1,candidate_2,gold_candidate_idx,predicted_idx,is_correct
tiny-aya-global,Bengali,উপকাপ্তান,NOUN,35622,someone who engages in sports,"a large and densely populated urban area; may include several independent administrative districts; ""Ancient Troy was a great city""",someone who engages in sports,1,1,True
tiny-aya-global,Bengali,গ্যারাজ,NOUN,14062,a repair shop where cars and trucks are serviced and repaired,a repair shop where cars and trucks are serviced and repaired,"lose freshness, vigor, or vitality; ""Her bloom was fading""",0,1,False
tiny-aya-global,Bengali,সমঝোতা,NOUN,92,"an accommodation in which both sides make concessions; ""the newly elected congressmen rejected a compromise because they considered it `business as usual' ""","relating to or consisting of or being in water; ""an aquatic environment""","an accommodation in which both sides make concessions; ""the newly elected congressmen rejected a compromise because they considered it `business as usual' """,1,2,False
tiny-aya-global,Bengali,অভিজ্ঞতা,NOUN,97,"the accumulation of knowledge or skill that results from direct participation in events or activities; ""a man of experience""; ""experience is the best teacher""","the accumulation of knowledge or skill that results from direct participation in events or activities; ""a man of experience""; ""experience is the best teacher""","tall marsh plant with cylindrical seed heads that explode when mature shedding large quantities of down; its long flat leaves are used for making mats and chair seats; of North America, Europe, Asia and North Africa",0,1,False
tiny-aya-global,Bengali,পুষ্পস্তবক,NOUN,4739,an arrangement of flowers that is usually given as a present,a canopy made of canvas to shelter people or things from rain or sun,"the body of citizens of a state or country; ""the Spanish people""",2,2,True
tiny-aya-global,Bengali,সহজভাবে,ADVERB,12314,"in a forthright manner; candidly or frankly; ""he didn' t answer directly""; ""told me straight out""; ""came out flat for less work and more pay""","having spots or patches (small areas of contrasting color or texture); ""a field patched with ice and snow""; ""the wall had a spotty speckled effect""; ""a black-and-white spotted cow""","in a forthright manner; candidly or frankly; ""he didn' t answer directly""; ""told me straight out""; ""came out flat for less work and more pay""",1,2,False
tiny-aya-global,Bengali,আলু,NOUN,3568,an edible tuber native to South America; a staple food of Ireland,an edible tuber native to South America; a staple food of Ireland,feelings of anxiety that make you tense and irritable,0,1,False
tiny-aya-global,Bengali,হলুদ,NOUN,35971,ground dried rhizome of the turmeric plant used as seasoning,an imaginary being of myth or fable,ground dried rhizome of the turmeric plant used as seasoning,1,2,False
tiny-aya-global,Bengali,ছাঁচ,NOUN,9526,"a mold for setting concrete; ""they built elaborate forms for pouring the foundation""","a mold for setting concrete; ""they built elaborate forms for pouring the foundation""","conducive to good health of body or mind; ""a healthful climate""; ""a healthful environment""; ""healthful nutrition""; ""healthful sleep""; ""Dickens' s relatively healthful exuberance""",0,1,False
tiny-aya-global,Bengali,আটপাল্লাইয়া,ADJECTIVE,15117,having eight sides,"having a high price; ""costly jewelry""; ""high-priced merchandise""; ""much too dear for my pocketbook""; ""a pricey restaurant""",fine powdery foodstuff obtained by grinding and sifting the meal of a cereal grain,2,2,True
tiny-aya-global,Bengali,সাম্যবাদ,NOUN,7089,a form of socialism that abolishes private ownership,a form of socialism that abolishes private ownership,any supernatural being worshipped as controlling some part of the world or some aspect of life or who is the personification of a force,0,1,False
tiny-aya-global,Bengali,সঞ্চয়,NOUN,4355,"an act of economizing; reduction in cost; ""it was a small economy to walk to work every day""; ""there was a saving of 50 cents""","lay bare; ""denude a forest""","the country or state or city where you live; ""Canadian tariffs enabled United States lumber companies to raise prices at home""; ""his home is New Jersey""",2,2,True
tiny-aya-global,Bengali,মঙ্গলদাই,NOUN,25161,"a large and densely populated urban area; may include several independent administrative districts; ""Ancient Troy was a great city""",the fatty network of connective tissue that fills the cavities of bones,"a large and densely populated urban area; may include several independent administrative districts; ""Ancient Troy was a great city""",1,1,True
tiny-aya-global,Bengali,নাসারন্ধ্র,NOUN,990,either one of the two external openings to the nasal cavity in the nose,"a particular item of prepared food; ""she prepared a special dish for dinner""",either one of the two external openings to the nasal cavity in the nose,1,2,False
tiny-aya-global,Bengali,অবুজা,NOUN,24207,capital of Nigeria in the center of the country,"engage in the trade of; ""he is merchandising telephone sets""","continuing forever without end; ""there are infinitely many possibilities""",2,1,False
tiny-aya-global,Bengali,বাহুবন্ধনী,NOUN,28924,a band worn around the arm for decoration,a band worn around the arm for decoration,"causing or marked by grief or anguish; ""a grievous loss""; ""a grievous cry""; ""her sigh was heartbreaking""; ""the heartrending words of Rabin' s granddaughter""",0,2,False
tiny-aya-global,Bengali,হারমোনিয়াম,NOUN,173,a free-reed instrument in which air is forced through the reeds by bellows,against which no argument can be made,a free-reed instrument in which air is forced through the reeds by bellows,1,2,False
tiny-aya-global,Bengali,বীরমত্স্য,NOUN,28679,(Hinduism) a Hindu caste or distinctive social group of which there are thousands throughout India; a special characteristic is often the exclusive occupation of its male members (such as barber or potter),a pen that is supplied with ink from a reservoir in its barrel,(Hinduism) a Hindu caste or distinctive social group of which there are thousands throughout India; a special characteristic is often the exclusive occupation of its male members (such as barber or potter),1,2,False
tiny-aya-global,Bengali,দক্ষিণ কোরিয়ান বান,NOUN,20966,the basic unit of money in South Korea,"a craft capable of traveling in outer space; technically, a satellite around the sun",an imaginary being of myth or fable,2,1,False
tiny-aya-global,Bengali,পরিব্যক্ত প্রাণী,NOUN,27591,(biology) an organism that has characteristics resulting from chromosomal alteration,(biology) an organism that has characteristics resulting from chromosomal alteration,a region marked off for administrative or other purposes,0,1,False
tiny-aya-global,Bengali,প্রশ্নাত্মক,ADJECTIVE,35718,relating to the use of or having the nature of an interrogation,relating to the use of or having the nature of an interrogation,the number that is represented as a one followed by 6 zeros,0,1,False
tiny-aya-global,Bengali,লুখ,NOUN,18071,"tall marsh plant with cylindrical seed heads that explode when mature shedding large quantities of down; its long flat leaves are used for making mats and chair seats; of North America, Europe, Asia and North Africa",strongly laxative,"tall marsh plant with cylindrical seed heads that explode when mature shedding large quantities of down; its long flat leaves are used for making mats and chair seats; of North America, Europe, Asia and North Africa",1,2,False
tiny-aya-global,Bengali,বিরুপাক্ষ,NOUN,30119,an imaginary being of myth or fable,cover the entire range of,an imaginary being of myth or fable,1,2,False
tiny-aya-global,Bengali,পর্যবেক্ষক,NOUN,1760,one who supervises or has charge and direction of,one who supervises or has charge and direction of,a threadlike body in the cell nucleus that carries the genes in a linear order,0,1,False
tiny-aya-global,Bengali,মন্থরা,NOUN,29571,an imaginary being of myth or fable,a farm building for housing horses or other livestock,an imaginary being of myth or fable,1,1,True
tiny-aya-global,Bengali,রেজিস্ট্রি,NOUN,35475,mail that is registered by the post office when sent in order to assure safe delivery,native Eurasian tree widely cultivated in many varieties for its firm rounded edible fruits,"of or relating to the language of the ancient Goths; ""the Gothic Bible translation""",2,1,False
tiny-aya-global,Bengali,স্ট্যাম্প,NOUN,20399,(cricket) any of three upright wooden posts that form the wicket,(cricket) any of three upright wooden posts that form the wicket,a disease that affects plants,0,1,False
tiny-aya-global,Bengali,সুপ্রতীক,NOUN,22396,an imaginary being of myth or fable,"not yet proved or subjected to testing; ""an untested drug""; ""untested theory""; ""an untried procedure""",an imaginary being of myth or fable,1,1,True
tiny-aya-global,Bengali,কামাঠী,NOUN,25515,(Hinduism) a Hindu caste or distinctive social group of which there are thousands throughout India; a special characteristic is often the exclusive occupation of its male members (such as barber or potter),"a source of difficulty; ""one trouble after another delayed the job""; ""what' s the problem?""",(Hinduism) a Hindu caste or distinctive social group of which there are thousands throughout India; a special characteristic is often the exclusive occupation of its male members (such as barber or potter),1,2,False
tiny-aya-global,Bengali,নাটক,NOUN,19757,"a theatrical performance of a drama; ""the play lasted two hours""","a theatrical performance of a drama; ""the play lasted two hours""",one of the evil spirits of traditional Jewish and Christian belief,0,1,False
tiny-aya-global,Bengali,প্রথম,NOUN,27651,the first of a series of actions,a ripe jalapeno that has been dried for use in cooking,the first of a series of actions,1,2,False
tiny-aya-global,Bengali,কাতার,NOUN,35930,an Arab country on the peninsula of Qatar; achieved independence from the United Kingdom in 1971; the economy is dominated by oil,an Arab country on the peninsula of Qatar; achieved independence from the United Kingdom in 1971; the economy is dominated by oil,an absorbent soil resembling clay; used in fulling (shrinking and thickening) woolen cloth and as an adsorbent,0,1,False
tiny-aya-global,Bengali,সমস্যা,NOUN,3874,"a source of difficulty; ""one trouble after another delayed the job""; ""what' s the problem?""",any of various fixed orders of the various diatonic notes within an octave,"a source of difficulty; ""one trouble after another delayed the job""; ""what' s the problem?""",1,2,False
tiny-aya-global,Bengali,শিশুনাগ,NOUN,30330,one of the evil spirits of traditional Jewish and Christian belief,"(usually plural) a statement of what is required as part of an agreement; ""the contract set out the conditions of the lease""; ""the terms of the treaty were generous""",one of the evil spirits of traditional Jewish and Christian belief,1,1,True
tiny-aya-global,Bengali,ঝোপড়ি,NOUN,9718,small crude shelter used as a dwelling,having your attention fixated as though by a spell,an optically inactive alcohol that is a component of the vitamin B complex,2,1,False
tiny-aya-global,Bengali,জলীয়,ADJECTIVE,33001,"relating to or consisting of or being in water; ""an aquatic environment""",a shop where men can get their hair cut,"relating to or consisting of or being in water; ""an aquatic environment""",1,2,False
tiny-aya-global,Bengali,উদ্ধৃতি চিহ্ন,NOUN,381,a punctuation mark used to attribute the enclosed text to someone else,a punctuation mark used to attribute the enclosed text to someone else,"a collection of things sharing a common attribute; ""there are two classes of detergents""",0,1,False
tiny-aya-global,Bengali,সহযাত্রী,NOUN,8281,a traveler who accompanies you,a traveler who accompanies you,something that people do or cause to happen,0,1,False
tiny-aya-global,Bengali,কৃত্রিম রুপে,ADVERB,23236,"not according to nature; not by natural means; ""artificially induced conditions""","not according to nature; not by natural means; ""artificially induced conditions""","inferior in rank or status; ""the junior faculty""; ""a lowly corporal""; ""petty officialdom""; ""a subordinate functionary""",0,1,False
tiny-aya-global,Bengali,এক আঁটি পাতা,NOUN,35655,any number of entities (members) considered as a unit,a painful wound caused by the thrust of an insect' s stinger into skin,any number of entities (members) considered as a unit,1,2,False
tiny-aya-global,Bengali,পুনর্বাসন,NOUN,12140,the transportation of people (as a family or colony) to a new settlement (as after an upheaval of some kind),"the act of consoling; giving relief in affliction; ""his presence was a consolation to her""",a furnace for firing or burning or drying such things as porcelain or bricks,2,1,False
tiny-aya-global,Bengali,কম-বেশী,ADVERB,24746,"(of quantities) imprecise but fairly close to correct; ""lasted approximately an hour""; ""in just about a minute""; ""he' s about 30 years old""; ""I' ve had about all I can stand""; ""we meet about once a month""; ""some forty people came""; ""weighs around a hundred pounds""; ""roughly $3,000""; ""holds 3 gallons, more or less""; ""20 or so people were at the party""","conducive to good health of body or mind; ""a healthful climate""; ""a healthful environment""; ""healthful nutrition""; ""healthful sleep""; ""Dickens' s relatively healthful exuberance""","(of quantities) imprecise but fairly close to correct; ""lasted approximately an hour""; ""in just about a minute""; ""he' s about 30 years old""; ""I' ve had about all I can stand""; ""we meet about once a month""; ""some forty people came""; ""weighs around a hundred pounds""; ""roughly $3,000""; ""holds 3 gallons, more or less""; ""20 or so people were at the party""",1,2,False
tiny-aya-global,Bengali,কৃষ্ণা জেলা,NOUN,24868,a region marked off for administrative or other purposes,"a large natural stream of water (larger than a creek); ""the river was navigable for 50 miles""",usually brightly colored zygodactyl tropical birds with short hooked beaks and the ability to mimic sounds,2,1,False
tiny-aya-global,Bengali,দুনলী বন্দুক,NOUN,2991,a weapon that discharges a missile at high velocity (especially from a metal tube or barrel),pantropical vine widely cultivated in several varieties for its large sweet tuberous root with orange flesh,the act of inducing hypnosis,2,1,False
tiny-aya-global,Bengali,বেগুনি রঙ,NOUN,20034,a purple color or pigment,"an expression of approval and commendation; ""he always appreciated praise for his work""",having or given a form or shape,2,2,True
tiny-aya-global,Bengali,নিয়ম পালন,NOUN,1567,"compliance with formal rules; ""courtroom formality""","compliance with formal rules; ""courtroom formality""",any number of entities (members) considered as a unit,0,1,False
tiny-aya-global,Bengali,বাসি খাবার,NOUN,7783,the food served and eaten at one time,a seed of the coffee tree; ground to make coffee,"a necklace made by a stringing objects together; ""a string of beads""; ""a strand of pearls"";",2,1,False
tiny-aya-global,Bengali,ভেঙ্গে যাওয়া,NOUN,1671,"the act of breaking something; ""the breakage was unavoidable""","(of quantities) imprecise but fairly close to correct; ""lasted approximately an hour""; ""in just about a minute""; ""he' s about 30 years old""; ""I' ve had about all I can stand""; ""we meet about once a month""; ""some forty people came""; ""weighs around a hundred pounds""; ""roughly $3,000""; ""holds 3 gallons, more or less""; ""20 or so people were at the party""",North American republic containing 50 states - 48 conterminous states in North America plus Alaska in northwest North America and the Hawaiian Islands in the Pacific Ocean; achieved independence in 1776,2,1,False
tiny-aya-global,Bengali,জালান্ধর,NOUN,4539,one of the evil spirits of traditional Jewish and Christian belief,one of the evil spirits of traditional Jewish and Christian belief,"the manifestation of a Hindu deity (especially Vishnu) in human or superhuman or animal form; ""the Buddha is considered an avatar of the god Vishnu""",0,2,False
tiny-aya-global,Bengali,নগ্ন করানো,VERB,22339,"lay bare; ""denude a forest""","lay bare; ""denude a forest""",someone (especially a woman) who annoys people by constantly finding fault,0,1,False
tiny-aya-global,Bengali,বোকারো,NOUN,22991,"a large and densely populated urban area; may include several independent administrative districts; ""Ancient Troy was a great city""",someone who has been admitted to membership in a scholarly field,a region marked off for administrative or other purposes,2,2,True
tiny-aya-global,Bengali,যবীনর,NOUN,31997,an imaginary being of myth or fable,not producing poison,an imaginary being of myth or fable,1,2,False
tiny-aya-global,Bengali,কোলী জাতি,NOUN,21483,(Hinduism) a Hindu caste or distinctive social group of which there are thousands throughout India; a special characteristic is often the exclusive occupation of its male members (such as barber or potter),(Hinduism) a Hindu caste or distinctive social group of which there are thousands throughout India; a special characteristic is often the exclusive occupation of its male members (such as barber or potter),(meat) cooked by dry heat in an oven,0,1,False
tiny-aya-global,Bengali,বাতানুকূল যন্ত্র,NOUN,11258,a system that keeps air cool and dry,clear to whitish fluid from within a fresh coconut,a system that keeps air cool and dry,1,2,False
tiny-aya-global,Bengali,শীকর,NOUN,5604,a light shower that falls in some locations and not others nearby,place of worship consisting of an edifice for the worship of a deity,bottom-living cephalopod having a soft oval body with eight long tentacles,2,1,False
tiny-aya-global,Bengali,চুপ করে থাকা,NOUN,23737,"the of act controlling by restraining someone or something; ""the unlawful restraint of trade""",infinitely wise,"not sanitary or healthful; ""unsanitary open sewers""; ""grim and unsanitary conditions""",2,2,True
tiny-aya-global,Bengali,গ্যাস স্টেশন,NOUN,35147,a service station that sells gasoline,"cut down on; make a reduction in; ""reduce your daily fat intake""; ""The employer wants to cut back health benefits""",a service station that sells gasoline,1,2,False
tiny-aya-global,Bengali,ছাত্র,NOUN,1794,a learner who is enrolled in an educational institution,tropical American thorny shrub or small tree; fragrant yellow flowers used in making perfumery,"characterized by speed; moving with or capable of moving with high speed; ""a rapid movement""; ""a speedy car""; ""a speedy errand boy""",2,2,True
tiny-aya-global,Bengali,মানবিক,ADJECTIVE,518,"characteristic of humanity; ""human nature""","characteristic of humanity; ""human nature""","of or relating to Czechoslovakia or its people or their language; ""The Czech border""; ""Czechoslovak nationalists""; ""The Czechoslovakian population""",0,1,False
tiny-aya-global,Bengali,কেসর আম,NOUN,21516,large evergreen tropical tree cultivated for its large oval fruit,the legislature of the United States government,large evergreen tropical tree cultivated for its large oval fruit,1,2,False
tiny-aya-global,Bengali,গালী,NOUN,2065,a defamatory or abusive word or phrase,(prosody) a system of versification,"the people or companies engaged in a particular kind of commercial enterprise; ""each industry has its own trade publications""",2,1,False
tiny-aya-global,Bengali,কাফি,NOUN,16079,any of various fixed orders of the various diatonic notes within an octave,"dry seedlike fruit produced by the cereal grasses: e.g. wheat, barley, Indian corn",any of various fixed orders of the various diatonic notes within an octave,1,1,True
tiny-aya-global,Bengali,ঝাড়াই করা,VERB,5843,"separate the chaff from by using air currents; ""She stood there winnowing chaff all day in the field""",the continuum of experience in which events pass from the future through the present to the past,"separate the chaff from by using air currents; ""She stood there winnowing chaff all day in the field""",1,2,False
tiny-aya-global,Bengali,সুভদ্রা,NOUN,14961,an imaginary being of myth or fable,an imaginary being of myth or fable,"the discipline dealing with the principles of design and construction and ornamentation of fine buildings; ""architecture and eloquence are mixed arts whose end is sometimes beauty and sometimes use""",0,2,False
tiny-aya-global,Bengali,প্রোটেস্টান্ট,NOUN,28455,the Protestant churches and denominations collectively,optical device having a triangular shape and made of glass or quartz; used to deviate a beam or invert an image,"the civil and religious leader of a Muslim state considered to be a representative of Allah on earth; ""many radical Muslims believe a Khalifah will unite all Islamic lands and people and subjugate the rest of the world""",2,2,True
tiny-aya-global,Bengali,হস্ত পরিধান,NOUN,1788,clothing for the hands,clothing for the hands,a military structure where arms and ammunition and other military equipment are stored and training is given in the use of arms,0,1,False
tiny-aya-global,Bengali,লবণ,NOUN,13430,a compound formed by replacing hydrogen in an acid by a metal (or a radical that acts like a metal),graphical representation (in polar or Cartesian coordinates) of the spatial distribution of radiation from an antenna as a function of angle,a compound formed by replacing hydrogen in an acid by a metal (or a radical that acts like a metal),1,2,False
tiny-aya-global,Bengali,চার দিকে,ADVERB,929,"to or in any or all places; ""You find fast food stores everywhere""; ""people everywhere are becoming aware of the problem""; ""he carried a gun everywhere he went""; ""looked all over for a suitable gift""; (`everyplace'  is used informally for `everywhere' )","the property of being physically or mentally strong; ""fatigue sapped his strength""",fleshy folds of tissue as those surrounding the mouth,2,1,False
